OVERALL INDIVIDUAL RESULTS:,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
EventKey,Pen,Position,Name,Team,Country,Time,DeltaTime,Distance,DeltaDistance,Points,Gender,UID,ARR,ARRBand,EventRating,EventRatingBand,AgeBand,NGB,NGB ID,UCI ID
88869,2,1,James Wilson,,NED,1800,0,19800,0,0,Bot,Bot6288,1087,Gold 2,1087,Gold 2,,,,
88869,2,2,Sophia Johnson,,USA,1803.159,3.159,19800,0,0,Bot,Bot6804,1131,Gold 3,1131,Gold 3,,,,
88869,2,3,Sam Taylor,Patriot,WLS,1805.529,5.529,19800,0,0,Bot,Bot1375,1281,Platinum 1,1281,Platinum 1,,,,
88869,2,4,Ethan Miller,,SCO,1806.833,6.833,19800,0,0,Bot,Bot857,1138,Gold 3,1138,Gold 3,,,,
88869,2,5,Matthew Taylor,,SCO,1806.902,6.902,19800,0,0,Bot,Bot2557,1045,Gold 2,1045,Gold 2,,,,
88869,2,6,Amelia Jones,Hinal,IRL,1807.76,7.76,19800,0,0,Bot,Bot8858,1123,Gold 3,1123,Gold 3,,,,
88869,2,7,Sophia King,,BEL,1810.158,10.158,19800,0,0,Bot,Bot4025,962,Gold 1,962,Gold 1,,,,
88869,2,8,Abigail Thompson,,BRA,1815.944,15.944,19800,0,0,Bot,Bot9177,1294,Platinum 1,1294,Platinum 1,,,,
88869,2,9,Abigail Davis,Fable,MEX,1827.648,27.648,19800,0,0,Bot,Bot4528,1273,Platinum 1,1273,Platinum 1,,,,
88869,2,10,Taylor Johnson,,JPN,1828.098,28.098,19800,0,0,Bot,Bot9732,1275,Platinum 1,1275,Platinum 1,,,,
88869,2,11,Michael Harris,Base,AUS,1826.224,26.224,19800,0,0,Bot,Bot5557,1022,Gold 2,1022,Gold 2,,,,
88869,2,12,Harper Johnson,Zonkify,GER,1820.932,20.932,19800,0,0,Bot,Bot4096,1187,Gold 3,1187,Gold 3,,,,
88869,2,13,Isabella Brown,,CAN,1832.086,32.086,19800,0,0,Bot,Bot7045,904,Gold 1,904,Gold 1,,,,
88869,2,14,James Eastwood,Chaos,GBR,1840.518,40.518,19800,0,0,Male,212354980F57BA1B,1038,Gold 2,1038,Gold 2,40-44,British Cycling,1652049,10116817585
88869,2,15,Isabella Hernandez,Zonkify,ITA,1847.225,47.225,19800,0,0,Bot,Bot3064,818,Silver 3,818,Silver 3,,,,
88869,2,16,Noah Thompson,Patriot,NZL,1836.4,36.4,19800,0,0,Bot,Bot2377,1177,Gold 3,1177,Gold 3,,,,
88869,2,17,Morgan Martinez,,CAN,1831.188,31.188,19800,0,0,Bot,Bot8991,1176,Gold 3,1176,Gold 3,,,,
88869,2,18,Charlotte Miller,,WLS,1840.688,40.688,19800,0,0,Bot,Bot3653,865,Silver 3,865,Silver 3,,,,
88869,2,19,Harper Martin,,JPN,1841.41,41.41,19800,0,0,Bot,Bot7740,846,Silver 3,846,Silver 3,,,,
88869,2,20,Isabella Miller,,NZL,1859.212,59.212,19800,0,0,Bot,Bot2367,841,Silver 3,841,Silver 3,,,,
88869,2,21,Daniel Lopez,,AUS,1862.718,62.718,19800,0,0,Bot,Bot7032,943,Gold 1,943,Gold 1,,,,
88869,2,22,Ethan Lopez,,BRA,1841.543,41.543,19800,0,0,Bot,Bot7363,1116,Gold 3,1116,Gold 3,,,,
88869,2,23,Mia Brown,,MEX,1873.86,73.86,19800,0,0,Bot,Bot9720,1070,Gold 2,1070,Gold 2,,,,
88869,2,24,Riley Harris,,GER,1851.574,51.574,19800,0,0,Bot,Bot5113,855,Silver 3,855,Silver 3,,,,
88869,2,25,Alex Thomas,Hinal,BRA,1881.764,81.764,19800,0,0,Bot,Bot3678,1177,Gold 3,1177,Gold 3,,,,
88869,2,26,Daniel Williams,,GBR,1866.661,66.661,19800,0,0,Bot,Bot4623,967,Gold 1,967,Gold 1,,,,
88869,2,27,Ava Anderson,Optech,NED,1855.43,55.43,19800,0,0,Bot,Bot4087,825,Silver 3,825,Silver 3,,,,
88869,2,28,Mason Moore,,CAN,1872.751,72.751,19800,0,0,Bot,Bot1943,989,Gold 1,989,Gold 1,,,,
88869,2,29,Sam Thompson,,USA,1876.414,76.414,19800,0,0,Bot,Bot1836,886,Silver 3,886,Silver 3,,,,
88869,2,30,Casey Anderson,,USA,1894.994,94.994,19800,0,0,Bot,Bot7764,865,Silver 3,865,Silver 3,,,,
88869,2,31,Benjamin Miller,,BRA,1877.164,77.164,19800,0,0,Bot,Bot9740,975,Gold 1,975,Gold 1,,,,
88869,2,32,James Johnson,,BEL,1897.474,97.474,19800,0,0,Bot,Bot4866,822,Silver 3,822,Silver 3,,,,
88869,2,33,Olivia Martin,,ITA,1902.753,102.753,19800,0,0,Bot,Bot7342,848,Silver 3,848,Silver 3,,,,
88869,2,34,Ethan Lewis,,GER,1903.258,103.258,19800,0,0,Bot,Bot3872,1083,Gold 2,1083,Gold 2,,,,
88869,2,35,Jordan Robinson,Douvan,FRA,1912.016,112.016,19800,0,0,Bot,Bot4175,991,Gold 1,991,Gold 1,,,,
88869,2,36,Lucas Thomas,Eckleson,GER,1872.362,72.362,19800,0,0,Bot,Bot9734,1060,Gold 2,1060,Gold 2,,,,
88869,2,37,Matthew Moore,,ESP,1862.2,62.2,19800,0,0,Bot,Bot253,1038,Gold 2,1038,Gold 2,,,,
88869,2,38,Benjamin Wilson,,ENG,1875.998,75.998,19800,0,0,Bot,Bot7258,780,Silver 2,780,Silver 2,,,,
88869,2,39,Sam Lee,,MEX,1928.125,128.125,19800,0,0,Bot,Bot1229,864,Silver 3,864,Silver 3,,,,
88869,2,40,Abigail Rodriguez,Fujikai,BEL,1883.995,83.995,19800,0,0,Bot,Bot892,833,Silver 3,833,Silver 3,,,,
