OVERALL INDIVIDUAL RESULTS:,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
EventKey,Pen,Position,Name,Team,Country,Time,DeltaTime,Distance,DeltaDistance,Points,Gender,UID,ARR,ARRBand,EventRating,EventRatingBand,AgeBand,NGB,NGB ID,UCI ID
88865,2,1,Taylor Martinez,Eckleson,ENG,1800,0,19800,0,0,Bot,Bot3667,1164,Gold 3,1164,Gold 3,,,,
88865,2,2,James Eastwood,Chaos,GBR,1802.048,2.048,19800,0,0,Male,212354980F57BA1B,1259,Platinum 1,1259,Platinum 1,40-44,British Cycling,1652049,10116817585
88865,2,3,Riley Johnson,,AUS,1805.118,5.118,19800,0,0,Bot,Bot5841,1024,Gold 2,1024,Gold 2,,,,
88865,2,4,Isabella Miller,,GBR,1805.06,5.06,19800,0,0,Bot,Bot5853,916,Gold 1,916,Gold 1,,,,
88865,2,5,Sophia Johnson,Patriot,NED,1806.128,6.128,19800,0,0,Bot,Bot2867,924,Gold 1,924,Gold 1,,,,
88865,2,6,Noah King,,CAN,1816.995,16.995,19800,0,0,Bot,Bot4617,1183,Gold 3,1183,Gold 3,,,,
88865,2,7,Jordan Thompson,Ampex,NZL,1810.72,10.72,19800,0,0,Bot,Bot1076,1034,Gold 2,1034,Gold 2,,,,
88865,2,8,Mia Lee,,MEX,1814.784,14.784,19800,0,0,Bot,Bot918,1214,Platinum 1,1214,Platinum 1,,,,
88865,2,9,Evelyn Jones,,AUS,1820.587,20.587,19800,0,0,Bot,Bot7909,1105,Gold 3,1105,Gold 3,,,,
88865,2,10,Evelyn Jackson,Ampex,ITA,1814.282,14.282,19800,0,0,Bot,Bot8748,961,Gold 1,961,Gold 1,,,,
88865,2,11,Ava Lee,Formix,BRA,1822.432,22.432,19800,0,0,Bot,Bot1458,973,Gold 1,973,Gold 1,,,,
88865,2,12,Isabella Garcia,,GER,1830.187,30.187,19800,0,0,Bot,Bot3821,1161,Gold 3,1161,Gold 3,,,,
88865,2,13,Riley King,,BRA,1822.29,22.29,19800,0,0,Bot,Bot8555,1165,Gold 3,1165,Gold 3,,,,
88865,2,14,Charlotte Williams,,WLS,1825.016,25.016,19800,0,0,Bot,Bot4892,1029,Gold 2,1029,Gold 2,,,,
88865,2,15,Morgan Johnson,,ENG,1847.231,47.231,19800,0,0,Bot,Bot4091,980,Gold 1,980,Gold 1,,,,
88865,2,16,Olivia Clark,Ampex,BEL,1831.786,31.786,19800,0,0,Bot,Bot918,1169,Gold 3,1169,Gold 3,,,,
88865,2,17,Abigail Rodriguez,,IRL,1847.894,47.894,19800,0,0,Bot,Bot9987,1026,Gold 2,1026,Gold 2,,,,
88865,2,18,Henry Walker,,BRA,1830.088,30.088,19800,0,0,Bot,Bot4576,1050,Gold 2,1050,Gold 2,,,,
88865,2,19,Morgan Martinez,,FRA,1835.747,35.747,19800,0,0,Bot,Bot2156,917,Gold 1,917,Gold 1,,,,
88865,2,20,Noah Johnson,,MEX,1841.203,41.203,19800,0,0,Bot,Bot9840,915,Gold 1,915,Gold 1,,,,
88865,2,21,Ava Lewis,,BEL,1835.361,35.361,19800,0,0,Bot,Bot1976,1122,Gold 3,1122,Gold 3,,,,
88865,2,22,Ethan Jackson,Formix,ITA,1842.067,42.067,19800,0,0,Bot,Bot169,949,Gold 1,949,Gold 1,,,,
88865,2,23,Isabella Thompson,Douvan,ENG,1869.602,69.602,19800,0,0,Bot,Bot8818,835,Silver 3,835,Silver 3,,,,
88865,2,24,Harper King,,BRA,1867.256,67.256,19800,0,0,Bot,Bot836,823,Silver 3,823,Silver 3,,,,
88865,2,25,Matthew King,Fable,BEL,1861.045,61.045,19800,0,0,Bot,Bot7356,942,Gold 1,942,Gold 1,,,,
88865,2,26,Henry Brown,,GBR,1872.134,72.134,19800,0,0,Bot,Bot104,864,Silver 3,864,Silver 3,,,,
88865,2,27,Mason Brown,,BRA,1883.185,83.185,19800,0,0,Bot,Bot5788,885,Silver 3,885,Silver 3,,,,
88865,2,28,Evelyn Rodriguez,Formix,NED,1853.896,53.896,19800,0,0,Bot,Bot261,970,Gold 1,970,Gold 1,,,,
88865,2,29,Ethan Lewis,,AUS,1864.387,64.387,19800,0,0,Bot,Bot2313,1039,Gold 2,1039,Gold 2,,,,
88865,2,30,Abigail Jackson,Fable,ESP,1894.136,94.136,19800,0,0,Bot,Bot8413,979,Gold 1,979,Gold 1,,,,
88865,2,31,Daniel Jackson,,JPN,1891.17,91.17,19800,0,0,Bot,Bot2692,1044,Gold 2,1044,Gold 2,,,,
88865,2,32,Michael Miller,,BRA,1897.354,97.354,19800,0,0,Bot,Bot8617,1077,Gold 2,1077,Gold 2,,,,
88865,2,33,Jordan Anderson,Windsail,JPN,1881.006,81.006,19800,0,0,Bot,Bot3402,913,Gold 1,913,Gold 1,,,,
88865,2,34,Emma Thomas,,USA,1874.325,74.325,19800,0,0,Bot,Bot3170,890,Silver 3,890,Silver 3,,,,
88865,2,35,James Williams,,ENG,1905.79,105.79,19800,0,0,Bot,Bot3474,937,Gold 1,937,Gold 1,,,,
88865,2,36,Isabella King,,NED,1869.571,69.571,19800,0,0,Bot,Bot7903,1024,Gold 2,1024,Gold 2,,,,
88865,2,37,Mia Miller,,NZL,1921.204,121.204,19800,0,0,Bot,Bot8540,1027,Gold 2,1027,Gold 2,,,,
88865,2,38,Liam White,Fable,BEL,1908.066,108.066,19800,0,0,Bot,Bot9953,702,Silver 2,702,Silver 2,,,,
88865,2,39,Abigail Robinson,,AUS,1887.022,87.022,19800,0,0,Bot,Bot2380,988,Gold 1,988,Gold 1,,,,
88865,2,40,Sam Taylor,,BRA,1866.701,66.701,19800,0,0,Bot,Bot6258,739,Silver 2,739,Silver 2,,,,
