OVERALL INDIVIDUAL RESULTS:,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
EventKey,Pen,Position,Name,Team,Country,Time,DeltaTime,Distance,DeltaDistance,Points,Gender,UID,ARR,ARRBand,EventRating,EventRatingBand,AgeBand,NGB,NGB ID,UCI ID
88862,2,1,James Eastwood,Chaos,GBR,1800,0,19800,0,0,Male,212354980F57BA1B,1196,Platinum 1,1196,Platinum 1,40-44,British Cycling,1652049,10116817585
88862,2,2,Evelyn Miller,,ENG,1802.908,2.908,19800,0,0,Bot,Bot3720,1035,Gold 2,1035,Gold 2,,,,
88862,2,3,Taylor Smith,,FRA,1803.296,3.296,19800,0,0,Bot,Bot1371,921,Gold 1,921,Gold 1,,,,
88862,2,4,Liam Thomas,,NZL,1807.635,7.635,19800,0,0,Bot,Bot1539,1244,Platinum 1,1244,Platinum 1,,,,
88862,2,5,Noah Young,,CAN,1808.905,8.905,19800,0,0,Bot,Bot2985,1148,Gold 3,1148,Gold 3,,,,
88862,2,6,Morgan Miller,,GER,1814.303,14.303,19800,0,0,Bot,Bot608,1204,Platinum 1,1204,Platinum 1,,,,
88862,2,7,Jordan Clark,Patriot,ITA,1811.821,11.821,19800,0,0,Bot,Bot5090,928,Gold 1,928,Gold 1,,,,
88862,2,8,Alex Davis,Formix,MEX,1811.988,11.988,19800,0,0,Bot,Bot5943,996,Gold 1,996,Gold 1,,,,
88862,2,9,Emma Lewis,,GER,1818.701,18.701,19800,0,0,Bot,Bot5695,1128,Gold 3,1128,Gold 3,,,,
88862,2,10,Taylor Lopez,,NZL,1821.955,21.955,19800,0,0,Bot,Bot2996,1256,Platinum 1,1256,Platinum 1,,,,
88862,2,11,Benjamin Lewis,,AUS,1832.638,32.638,19800,0,0,Bot,Bot8617,1091,Gold 2,1091,Gold 2,,,,
88862,2,12,Lucas Brown,Windsail,SCO,1820.241,20.241,19800,0,0,Bot,Bot4032,1173,Gold 3,1173,Gold 3,,,,
88862,2,13,Amelia Williams,Fujikai,NED,1840.722,40.722,19800,0,0,Bot,Bot4612,961,Gold 1,961,Gold 1,,,,
88862,2,14,Charlotte Moore,Base,GBR,1839.04,39.04,19800,0,0,Bot,Bot9799,842,Silver 3,842,Silver 3,,,,
88862,2,15,Benjamin Moore,,ESP,1821.071,21.071,19800,0,0,Bot,Bot4032,1100,Gold 3,1100,Gold 3,,,,
88862,2,16,Isabella Martin,,IRL,1835.183,35.183,19800,0,0,Bot,Bot5391,1147,Gold 3,1147,Gold 3,,,,
88862,2,17,Daniel Moore,,ITA,1824.045,24.045,19800,0,0,Bot,Bot1523,866,Silver 3,866,Silver 3,,,,
88862,2,18,Taylor Anderson,,BRA,1853.291,53.291,19800,0,0,Bot,Bot9389,887,Silver 3,887,Silver 3,,,,
88862,2,19,Ethan Jones,Chaos,FRA,1851.69,51.69,19800,0,0,Bot,Bot8552,820,Silver 3,820,Silver 3,,,,
88862,2,20,Emma Davis,,NZL,1857.125,57.125,19800,0,0,Bot,Bot6228,1113,Gold 3,1113,Gold 3,,,,
88862,2,21,Evelyn Lopez,Fujikai,GBR,1849.451,49.451,19800,0,0,Bot,Bot5574,1073,Gold 2,1073,Gold 2,,,,
88862,2,22,Ava Jackson,Optech,CAN,1866.528,66.528,19800,0,0,Bot,Bot3064,1160,Gold 3,1160,Gold 3,,,,
88862,2,23,Abigail Lewis,,NZL,1841.174,41.174,19800,0,0,Bot,Bot3329,1182,Gold 3,1182,Gold 3,,,,
88862,2,24,Sam White,,USA,1876.54,76.54,19800,0,0,Bot,Bot2836,1178,Gold 3,1178,Gold 3,,,,
88862,2,25,Henry Clark,,IRL,1865.085,65.085,19800,0,0,Bot,Bot7717,1153,Gold 3,1153,Gold 3,,,,
88862,2,26,Taylor Allen,Chaos,SCO,1859.07,59.07,19800,0,0,Bot,Bot8955,912,Gold 1,912,Gold 1,,,,
88862,2,27,Mason Lopez,,IRL,1848.123,48.123,19800,0,0,Bot,Bot3749,1017,Gold 2,1017,Gold 2,,,,
88862,2,28,William Lee,,NZL,1868.834,68.834,19800,0,0,Bot,Bot6869,823,Silver 3,823,Silver 3,,,,
88862,2,29,James Walker,,MEX,1872.988,72.988,19800,0,0,Bot,Bot3833,864,Silver 3,864,Silver 3,,,,
88862,2,30,Benjamin Thompson,,GBR,1861.879,61.879,19800,0,0,Bot,Bot8834,758,Silver 2,758,Silver 2,,,,
88862,2,31,Harper Allen,Formix,USA,1861.262,61.262,19800,0,0,Bot,Bot6619,1067,Gold 2,1067,Gold 2,,,,
88862,2,32,Amelia Johnson,,NED,1882.108,82.108,19800,0,0,Bot,Bot9316,793,Silver 2,793,Silver 2,,,,
88862,2,33,Lucas Lewis,,JPN,1862.023,62.023,19800,0,0,Bot,Bot5946,1081,Gold 2,1081,Gold 2,,,,
88862,2,34,Liam Davis,,NED,1890.274,90.274,19800,0,0,Bot,Bot8959,840,Silver 3,840,Silver 3,,,,
88862,2,35,William Harris,,ESP,1896.447,96.447,19800,0,0,Bot,Bot2307,745,Silver 2,745,Silver 2,,,,
88862,2,36,Ethan Johnson,,MEX,1864.347,64.347,19800,0,0,Bot,Bot1923,849,Silver 3,849,Silver 3,,,,
88862,2,37,Matthew Wilson,,NZL,1875.999,75.999,19800,0,0,Bot,Bot314,1056,Gold 2,1056,Gold 2,,,,
88862,2,38,William Moore,,AUS,1899.682,99.682,19800,0,0,Bot,Bot6759,901,Gold 1,901,Gold 1,,,,
88862,2,39,Harper Davis,,SCO,1899.19,99.19,19800,0,0,Bot,Bot6726,1079,Gold 2,1079,Gold 2,,,,
88862,2,40,Mason White,,IRL,1895.906,95.906,19800,0,0,Bot,Bot3628,776,Silver 2,776,Silver 2,,,,
88862,2,41,James Young,,ESP,1928.55,128.55,19800,0,0,Bot,Bot520,705,Silver 2,705,Silver 2,,,,
88862,2,42,Jordan Johnson,,SCO,1878.685,78.685,19800,0,0,Bot,Bot285,802,Silver 3,802,Silver 3,,,,
88862,2,43,Matthew Lewis,,ESP,1941.49,141.49,19800,0,0,Bot,Bot5567,607,Silver 1,607,Silver 1,,,,
88862,2,44,Amelia Lee,Douvan,NZL,1925.079,125.079,19800,0,0,Bot,Bot7985,866,Silver 3,866,Silver 3,,,,
88862,2,45,Sam Moore,,GBR,1906.042,106.042,19800,0,0,Bot,Bot4697,730,Silver 2,730,Silver 2,,,,
88862,2,46,Casey Wilson,,JPN,1922.94,122.94,19800,0,0,Bot,Bot6044,713,Silver 2,713,Silver 2,,,,
88862,2,47,Michael Brown,Formix,FRA,1902.735,102.735,19800,0,0,Bot,Bot1716,886,Silver 3,886,Silver 3,,,,
88862,2,48,Lucas Lopez,Eckleson,SCO,1927.632,127.632,19800,0,0,Bot,Bot6832,878,Silver 3,878,Silver 3,,,,
88862,2,49,Sam Lopez,Delta,ITA,1950.1,150.1,19800,0,0,Bot,Bot1580,514,Bronze 3,514,Bronze 3,,,,
88862,2,50,Taylor Lewis,Optech,BEL,1960.455,160.455,19800,0,0,Bot,Bot3072,775,Silver 2,775,Silver 2,,,,

